,Lat,Lon,Operator,Date
0,38.8410750557452,-77.0462917608619,Bird,2021-05-17
1,38.8404843680438,-77.0462132610711,Bird,2021-05-17
2,38.8404245554607,-77.0460353857972,Bird,2021-05-17
3,38.840014430543,-77.0458505729493,Bird,2021-05-17
4,38.8399816806208,-77.0460900103779,Bird,2021-05-17
5,38.8400817432697,-77.0464075109622,Bird,2021-05-17
6,38.8398865554896,-77.046506260789,Bird,2021-05-17
7,38.8396533679068,-77.0463002607689,Bird,2021-05-17
8,38.8395464305486,-77.0463094483482,Bird,2021-05-17
9,38.8389936178968,-77.0459098858054,Bird,2021-05-17
10,38.8387387425184,-77.0453988849437,Bird,2021-05-17
11,38.8384763052012,-77.0452707602149,Bird,2021-05-17
12,38.8381488047956,-77.0454354475582,Bird,2021-05-17
13,38.837797054927,-77.0454180106066,Bird,2021-05-17
14,38.8377273676733,-77.0453316357469,Bird,2021-05-17
15,38.8372303051062,-77.0453275730008,Bird,2021-05-17
16,38.8365146175192,-77.0451981354177,Bird,2021-05-17
17,38.8360828670702,-77.0450313852634,Bird,2021-05-17
18,38.8359139924492,-77.0451471350874,Bird,2021-05-17
19,38.8357794923006,-77.0450410726087,Bird,2021-05-17
20,38.8354234919065,-77.0450096349421,Bird,2021-05-17
21,38.8344794918108,-77.0447303226027,Bird,2021-05-17
22,38.8338003045673,-77.0444351348313,Bird,2021-05-17
23,38.833530616655,-77.0441737595344,Bird,2021-05-17
24,38.8335227418627,-77.0439773222803,Bird,2021-05-17
25,38.8333802415019,-77.0437835719491,Bird,2021-05-17
26,38.8332341170012,-77.0438462599944,Bird,2021-05-17
27,38.8328915539201,-77.0436811344227,Bird,2021-05-17
28,38.8324758663882,-77.0435982593302,Bird,2021-05-17
29,38.8315175535734,-77.0432736342137,Bird,2021-05-17
30,38.8312376785791,-77.0429563838685,Bird,2021-05-17
31,38.8312001786843,-77.0428166340461,Bird,2021-05-17
32,38.8312292414067,-77.0423912591104,Bird,2021-05-17
33,38.8313276787046,-77.0421329463919,Bird,2021-05-17
34,38.8314904912579,-77.0419821967597,Bird,2021-05-17
35,38.8317959911948,-77.0420321962724,Bird,2021-05-17
36,38.8329076792731,-77.0424344462015,Bird,2021-05-17
37,38.8331384294724,-77.0425561338862,Bird,2021-05-17
38,38.8335086165128,-77.0425064468153,Bird,2021-05-17
39,38.8337011796597,-77.0422006341981,Bird,2021-05-17
40,38.8336723664806,-77.0417658839028,Bird,2021-05-17
41,38.832592491527,-77.039948070711,Bird,2021-05-17
42,38.8325574915589,-77.039776758263,Bird,2021-05-17
43,38.8321891794147,-77.0392014456374,Bird,2021-05-17
44,38.8317421164595,-77.0388067577404,Bird,2021-05-17
45,38.8317108039494,-77.0387126332574,Bird,2021-05-17
46,38.8310570541377,-77.038262507468,Bird,2021-05-17
47,38.8305524913723,-77.0378760699763,Bird,2021-05-17
48,38.8302141790169,-77.0378338199024,Bird,2021-05-17
49,38.830141741411,-77.0377510075308,Bird,2021-05-17
50,38.8294835537996,-77.0377153196907,Bird,2021-05-17
51,38.8292041788679,-77.0377736322621,Bird,2021-05-17
52,38.8288028034791,-77.0379538203831,Bird,2021-05-17
53,38.828375678263,-77.0380538203889,Bird,2021-05-17
54,38.8282654284051,-77.03802094506,Bird,2021-05-17
55,38.8278442408533,-77.0381629447969,Bird,2021-05-17
56,38.8277011779736,-77.0381377573793,Bird,2021-05-17
57,38.8275175531985,-77.0382818824754,Bird,2021-05-17
58,38.8271836785098,-77.0383729448914,Bird,2021-05-17
59,38.8271101155369,-77.0383113198143,Bird,2021-05-17
60,38.8264994277451,-77.0384465704247,Bird,2021-05-17
61,38.8261959905567,-77.0385580704132,Bird,2021-05-17
62,38.8259995526609,-77.0385515699269,Bird,2021-05-17
63,38.8256150526233,-77.0386576321179,Bird,2021-05-17
64,38.8253496152239,-77.0386174449065,Bird,2021-05-17
65,38.8249776778473,-77.0387443828322,Bird,2021-05-17
66,38.8244828648656,-77.0388176327588,Bird,2021-05-17
67,38.8241128023606,-77.039084945442,Bird,2021-05-17
68,38.8240329271386,-77.0395112579259,Bird,2021-05-17
69,38.8238030523832,-77.0396879454788,Bird,2021-05-17
70,38.8237606147482,-77.0400258826443,Bird,2021-05-17
71,38.8236168650465,-77.0406080077234,Bird,2021-05-17
72,38.8233536145959,-77.040974945968,Bird,2021-05-17
73,38.8235837399939,-77.0393835702458,Bird,2021-05-17
74,38.8235219273463,-77.0392724447686,Bird,2021-05-17
75,38.8231022395414,-77.0400848200821,Bird,2021-05-17
76,38.8229337399276,-77.0400040703916,Bird,2021-05-17
77,38.8226852395422,-77.0396756323725,Bird,2021-05-17
78,38.8223362395243,-77.0401005077132,Bird,2021-05-17
79,38.8222162395155,-77.0399414450426,Bird,2021-05-17
80,38.8219250517394,-77.0401509453482,Bird,2021-05-17
81,38.8218010522461,-77.0396830697795,Bird,2021-05-17
82,38.8216628020273,-77.0394963196964,Bird,2021-05-17
83,38.8213604268585,-77.0394673829538,Bird,2021-05-17
84,38.8211167391489,-77.0396408202313,Bird,2021-05-17
